month,product_id,product_name,category,units_sold,revenue,average_price,average_discount,returns,return_rate
2025-12,15,Multi-tiered asymmetric application,Home & Kitchen,38.0,14014.78,368.81,,0.0,0.0
2026-01,15,Multi-tiered asymmetric application,Home & Kitchen,42.0,15379.38,366.18,0.1,0.0,0.0
2026-02,15,Multi-tiered asymmetric application,Home & Kitchen,46.0,16891.5,367.39,0.1,0.0,0.0
2026-03,15,Multi-tiered asymmetric application,Home & Kitchen,38.0,13719.74,360.3,0.2,0.0,0.0
2026-04,15,Multi-tiered asymmetric application,Home & Kitchen,40.0,14641.76,367.27,0.1,0.0,0.0
2026-05,15,Multi-tiered asymmetric application,Home & Kitchen,40.0,14494.24,362.66,0.1,1.0,0.025
2026-06,15,Multi-tiered asymmetric application,Home & Kitchen,52.0,18993.72,362.86,0.1667,3.0,0.0577
2026-07,15,Multi-tiered asymmetric application,Home & Kitchen,2.0,737.62,368.81,,0.0,0.0
2025-01,16,Reduced analyzing contingency,Apparel,15.0,1708.28,113.22,0.1,0.0,0.0
2025-02,16,Reduced analyzing contingency,Apparel,20.0,2258.59,113.69,0.1,0.0,0.0
2025-03,16,Reduced analyzing contingency,Apparel,24.0,2751.6,114.65,,0.0,0.0
2025-04,16,Reduced analyzing contingency,Apparel,29.0,3301.91,113.3,0.1,0.0,0.0
2025-05,16,Reduced analyzing contingency,Apparel,29.0,3278.97,113.3,0.1,0.0,0.0
2025-06,16,Reduced analyzing contingency,Apparel,19.0,2143.95,112.0,0.15,0.0,0.0
2025-07,16,Reduced analyzing contingency,Apparel,26.0,2912.1,112.63,0.15,2.0,0.0769
2025-08,16,Reduced analyzing contingency,Apparel,36.0,4081.53,112.84,0.15,0.0,0.0
2025-09,16,Reduced analyzing contingency,Apparel,25.0,2831.84,112.74,0.1,1.0,0.04
2025-10,16,Reduced analyzing contingency,Apparel,14.0,1605.1,114.65,,0.0,0.0
2025-11,16,Reduced analyzing contingency,Apparel,34.0,3863.69,114.13,0.1,4.0,0.1176
2025-12,16,Reduced analyzing contingency,Apparel,33.0,3760.52,113.44,0.2,1.0,0.0303
2026-01,16,Reduced analyzing contingency,Apparel,45.0,5147.78,114.21,0.1,1.0,0.0222
2026-02,16,Reduced analyzing contingency,Apparel,25.0,2831.85,112.5,0.15,0.0,0.0
2026-03,16,Reduced analyzing contingency,Apparel,47.0,5250.92,111.56,0.1167,3.0,0.0638
2026-04,16,Reduced analyzing contingency,Apparel,29.0,3233.13,111.03,0.2,1.0,0.0345
2026-05,16,Reduced analyzing contingency,Apparel,23.0,2636.95,114.65,,1.0,0.0435
2026-06,16,Reduced analyzing contingency,Apparel,28.0,3175.79,113.5,0.1,1.0,0.0357
2026-07,16,Reduced analyzing contingency,Apparel,3.0,343.95,114.65,,0.0,0.0
2025-01,17,Centralized composite frame,Apparel,23.0,3008.96,131.09,0.2,0.0,0.0
2025-02,17,Centralized composite frame,Apparel,19.0,2503.03,130.48,0.2,0.0,0.0
2025-03,17,Centralized composite frame,Apparel,17.0,2223.45,130.48,0.1,0.0,0.0
2025-04,17,Centralized composite frame,Apparel,19.0,2449.78,127.59,0.1667,0.0,0.0
2025-05,17,Centralized composite frame,Apparel,29.0,3861.06,133.14,,1.0,0.0345
2025-06,17,Centralized composite frame,Apparel,19.0,2489.73,130.72,0.1,0.0,0.0
2025-07,17,Centralized composite frame,Apparel,32.0,4207.23,130.92,0.15,0.0,0.0
2025-08,17,Centralized composite frame,Apparel,32.0,4233.86,132.44,0.1,0.0,0.0
2025-09,17,Centralized composite frame,Apparel,32.0,4233.86,132.44,0.1,1.0,0.0312
2025-10,17,Centralized composite frame,Apparel,33.0,4313.74,129.44,0.1667,2.0,0.0606
2025-11,17,Centralized composite frame,Apparel,36.0,4753.11,131.93,0.1,0.0,0.0
2025-12,17,Centralized composite frame,Apparel,33.0,4367.0,132.36,0.1,0.0,0.0
2026-01,17,Centralized composite frame,Apparel,38.0,5046.01,132.53,0.1,0.0,0.0
2026-02,17,Centralized composite frame,Apparel,31.0,4034.15,130.92,0.15,0.0,0.0
2026-03,17,Centralized composite frame,Apparel,49.0,6497.24,132.71,0.1,1.0,0.0204
2026-04,17,Centralized composite frame,Apparel,49.0,6497.24,132.68,0.1,3.0,0.0612
2026-05,17,Centralized composite frame,Apparel,52.0,6856.71,130.99,0.1667,1.0,0.0192
2026-06,17,Centralized composite frame,Apparel,32.0,4193.91,130.11,0.1667,1.0,0.0312
2026-07,17,Centralized composite frame,Apparel,4.0,532.56,133.14,,0.0,0.0
2025-01,18,Grass-roots asynchronous model,Home & Kitchen,36.0,10811.68,301.57,0.2,0.0,0.0
2025-02,18,Grass-roots asynchronous model,Home & Kitchen,16.0,4730.11,298.37,0.2,0.0,0.0
2025-03,18,Grass-roots asynchronous model,Home & Kitchen,20.0,6112.29,304.79,0.1,0.0,0.0
2025-04,18,Grass-roots asynchronous model,Home & Kitchen,21.0,6450.15,307.15,,0.0,0.0
2025-05,18,Grass-roots asynchronous model,Home & Kitchen,21.0,6327.31,302.43,0.1,1.0,0.0476
2025-06,18,Grass-roots asynchronous model,Home & Kitchen,34.0,10320.25,302.54,0.15,0.0,0.0
2025-07,18,Grass-roots asynchronous model,Home & Kitchen,15.0,4607.25,307.15,,0.0,0.0
2025-08,18,Grass-roots asynchronous model,Home & Kitchen,26.0,7863.06,300.57,0.1,1.0,0.0385
2025-09,18,Grass-roots asynchronous model,Home & Kitchen,30.0,8999.5,299.47,0.1667,1.0,0.0333
2025-10,18,Grass-roots asynchronous model,Home & Kitchen,29.0,8845.93,303.54,0.1,0.0,0.0
2025-11,18,Grass-roots asynchronous model,Home & Kitchen,31.0,9521.65,307.15,,0.0,0.0
2025-12,18,Grass-roots asynchronous model,Home & Kitchen,26.0,7924.48,305.44,0.1,0.0,0.0
2026-01,18,Grass-roots asynchronous model,Home & Kitchen,25.0,7494.46,303.74,0.2,0.0,0.0
2026-02,18,Grass-roots asynchronous model,Home & Kitchen,44.0,13453.18,305.87,0.1,0.0,0.0
2026-03,18,Grass-roots asynchronous model,Home & Kitchen,30.0,9153.08,305.87,0.1,2.0,0.0667
2026-04,18,Grass-roots asynchronous model,Home & Kitchen,56.0,16893.25,300.8,0.2,1.0,0.0179
2026-05,18,Grass-roots asynchronous model,Home & Kitchen,43.0,13084.6,303.74,0.15,1.0,0.0233
2026-06,18,Grass-roots asynchronous model,Home & Kitchen,28.0,8354.5,299.47,0.1333,0.0,0.0
2026-07,18,Grass-roots asynchronous model,Home & Kitchen,2.0,614.3,307.15,,0.0,0.0
2025-01,19,Secured bi-directional paradigm,Sporting Goods,11.0,1455.95,131.44,0.2,0.0,0.0
2025-02,19,Secured bi-directional paradigm,Sporting Goods,31.0,4125.19,132.43,0.15,0.0,0.0
2025-03,19,Secured bi-directional paradigm,Sporting Goods,18.0,2426.58,134.81,,0.0,0.0
2025-04,19,Secured bi-directional paradigm,Sporting Goods,18.0,2426.58,134.81,,0.0,0.0
2025-05,19,Secured bi-directional paradigm,Sporting Goods,37.0,4987.97,134.81,,0.0,0.0
2025-06,19,Secured bi-directional paradigm,Sporting Goods,8.0,1078.48,134.81,,0.0,0.0
2025-07,19,Secured bi-directional paradigm,Sporting Goods,25.0,3329.81,133.12,0.1,1.0,0.04
2025-08,19,Secured bi-directional paradigm,Sporting Goods,18.0,2426.58,134.81,,0.0,0.0
2025-09,19,Secured bi-directional paradigm,Sporting Goods,39.0,5217.15,134.22,0.1,0.0,0.0
2025-10,19,Secured bi-directional paradigm,Sporting Goods,28.0,3680.32,130.85,0.125,0.0,0.0
2025-11,19,Secured bi-directional paradigm,Sporting Goods,35.0,4718.35,134.81,,0.0,0.0
2025-12,19,Secured bi-directional paradigm,Sporting Goods,29.0,3869.05,132.79,0.15,1.0,0.0345
2026-01,19,Secured bi-directional paradigm,Sporting Goods,34.0,4543.1,132.97,0.15,1.0,0.0294
2026-02,19,Secured bi-directional paradigm,Sporting Goods,19.0,2440.07,128.68,0.125,1.0,0.0526
2026-03,19,Secured bi-directional paradigm,Sporting Goods,37.0,4799.25,130.52,0.175,0.0,0.0
2026-04,19,Secured bi-directional paradigm,Sporting Goods,19.0,2547.91,133.85,0.1,0.0,0.0
2026-05,19,Secured bi-directional paradigm,Sporting Goods,45.0,5958.61,131.75,0.125,1.0,0.0222
2026-06,19,Secured bi-directional paradigm,Sporting Goods,30.0,3882.54,130.05,0.15,0.0,0.0
2026-07,19,Secured bi-directional paradigm,Sporting Goods,1.0,134.81,134.81,,0.0,0.0
2025-01,20,Streamlined solution-oriented service-desk,Groceries,22.0,829.6,37.91,0.0999,0.0,0.0
2025-02,20,Streamlined solution-oriented service-desk,Groceries,14.0,535.22,38.23,,0.0,0.0
2025-03,20,Streamlined solution-oriented service-desk,Groceries,28.0,1047.5,37.27,0.1333,0.0,0.0
2025-04,20,Streamlined solution-oriented service-desk,Groceries,24.0,909.88,37.96,0.0999,0.0,0.0
2025-05,20,Streamlined solution-oriented service-desk,Groceries,15.0,565.8,37.59,0.2001,1.0,0.0667
2025-06,20,Streamlined solution-oriented service-desk,Groceries,24.0,909.88,37.68,0.0999,0.0,0.0
2025-07,20,Streamlined solution-oriented service-desk,Groceries,36.0,1364.82,38.01,0.0999,0.0,0.0
2025-08,20,Streamlined solution-oriented service-desk,Groceries,44.0,1678.3,38.11,0.0999,0.0,0.0
2025-09,20,Streamlined solution-oriented service-desk,Groceries,26.0,967.21,37.27,0.15,1.0,0.0385
2025-10,20,Streamlined solution-oriented service-desk,Groceries,41.0,1529.2,37.31,0.12,1.0,0.0244
2025-11,20,Streamlined solution-oriented service-desk,Groceries,34.0,1288.35,37.71,0.15,0.0,0.0
2025-12,20,Streamlined solution-oriented service-desk,Groceries,51.0,1880.88,36.96,0.2001,1.0,0.0196
2026-01,20,Streamlined solution-oriented service-desk,Groceries,50.0,1880.91,37.52,0.1667,3.0,0.06
2026-02,20,Streamlined solution-oriented service-desk,Groceries,42.0,1594.19,37.79,0.15,0.0,0.0
2026-03,20,Streamlined solution-oriented service-desk,Groceries,38.0,1445.1,38.06,0.0999,2.0,0.0526
2026-04,20,Streamlined solution-oriented service-desk,Groceries,21.0,787.55,37.75,0.0999,0.0,0.0
2026-05,20,Streamlined solution-oriented service-desk,Groceries,21.0,779.89,37.35,0.15,0.0,0.0
2026-06,20,Streamlined solution-oriented service-desk,Groceries,37.0,1372.48,36.96,0.1166,0.0,0.0
2026-07,20,Streamlined solution-oriented service-desk,Groceries,1.0,34.41,34.41,0.0999,0.0,0.0
2025-01,21,Centralized bandwidth-monitored process improvement,Apparel,26.0,2469.48,94.98,,0.0,0.0
2025-02,21,Centralized bandwidth-monitored process improvement,Apparel,24.0,2251.02,94.19,0.1,0.0,0.0
2025-03,21,Centralized bandwidth-monitored process improvement,Apparel,18.0,1709.64,94.98,,1.0,0.0556
2025-04,21,Centralized bandwidth-monitored process improvement,Apparel,21.0,1985.08,94.25,0.1,0.0,0.0
2025-05,21,Centralized bandwidth-monitored process improvement,Apparel,17.0,1595.66,93.52,0.2,0.0,0.0
2025-06,21,Centralized bandwidth-monitored process improvement,Apparel,27.0,2516.96,93.08,0.15,0.0,0.0
2025-07,21,Centralized bandwidth-monitored process improvement,Apparel,20.0,1890.1,94.19,0.1,0.0,0.0
2025-08,21,Centralized bandwidth-monitored process improvement,Apparel,37.0,3514.26,94.98,,0.0,0.0
2025-09,21,Centralized bandwidth-monitored process improvement,Apparel,28.0,2659.44,94.98,,2.0,0.0714
2025-10,21,Centralized bandwidth-monitored process improvement,Apparel,35.0,3305.3,93.92,0.2,1.0,0.0286
2025-11,21,Centralized bandwidth-monitored process improvement,Apparel,21.0,1956.58,93.62,0.2,0.0,0.0
2025-12,21,Centralized bandwidth-monitored process improvement,Apparel,28.0,2659.44,94.98,,1.0,0.0357
2026-01,21,Centralized bandwidth-monitored process improvement,Apparel,45.0,4217.1,94.25,0.2,0.0,0.0
2026-02,21,Centralized bandwidth-monitored process improvement,Apparel,41.0,3780.18,92.21,0.14,0.0,0.0
2026-03,21,Centralized bandwidth-monitored process improvement,Apparel,34.0,3162.82,92.82,0.1667,2.0,0.0588
2026-04,21,Centralized bandwidth-monitored process improvement,Apparel,35.0,3324.3,94.98,,0.0,0.0
2026-05,21,Centralized bandwidth-monitored process improvement,Apparel,33.0,3105.84,93.62,0.15,0.0,0.0
2026-06,21,Centralized bandwidth-monitored process improvement,Apparel,47.0,4426.06,94.32,0.2,0.0,0.0
2026-07,21,Centralized bandwidth-monitored process improvement,Apparel,3.0,284.94,94.98,,0.0,0.0
2025-01,22,Persevering zero tolerance project,Beauty,21.0,795.39,37.43,0.2001,0.0,0.0
2025-02,22,Persevering zero tolerance project,Beauty,8.0,280.72,35.09,0.2001,0.0,0.0
2025-03,22,Persevering zero tolerance project,Beauty,26.0,1009.84,38.71,0.1,0.0,0.0
2025-04,22,Persevering zero tolerance project,Beauty,26.0,990.34,38.15,0.15,1.0,0.0385
2025-05,22,Persevering zero tolerance project,Beauty,22.0,842.18,38.15,0.15,1.0,0.0455
2025-06,22,Persevering zero tolerance project,Beauty,27.0,1037.13,38.56,0.2001,0.0,0.0
2025-07,22,Persevering zero tolerance project,Beauty,12.0,467.88,38.99,,0.0,0.0
2025-08,22,Persevering zero tolerance project,Beauty,28.0,1091.72,38.99,,0.0,0.0
2025-09,22,Persevering zero tolerance project,Beauty,35.0,1345.15,37.96,0.1667,0.0,0.0
2025-10,22,Persevering zero tolerance project,Beauty,38.0,1430.92,37.82,0.12,2.0,0.0526
2025-11,22,Persevering zero tolerance project,Beauty,26.0,986.44,38.21,0.15,0.0,0.0
2025-12,22,Persevering zero tolerance project,Beauty,34.0,1310.06,38.52,0.15,1.0,0.0294
2026-01,22,Persevering zero tolerance project,Beauty,51.0,1984.59,38.86,0.1,0.0,0.0
2026-02,22,Persevering zero tolerance project,Beauty,31.0,1196.99,38.58,0.1,1.0,0.0323
2026-03,22,Persevering zero tolerance project,Beauty,24.0,904.56,37.43,0.15,1.0,0.0417
2026-04,22,Persevering zero tolerance project,Beauty,54.0,2078.16,38.59,0.15,2.0,0.037
2026-05,22,Persevering zero tolerance project,Beauty,44.0,1688.26,38.39,0.1334,0.0,0.0
2026-06,22,Persevering zero tolerance project,Beauty,28.0,1087.82,38.77,0.1,0.0,0.0
2026-07,22,Persevering zero tolerance project,Beauty,1.0,35.09,35.09,0.1,0.0,0.0
2025-01,23,Up-sized full-range groupware,Home & Kitchen,11.0,3038.86,276.26,,0.0,0.0
2025-02,23,Up-sized full-range groupware,Home & Kitchen,26.0,7072.26,272.58,0.2,1.0,0.0385
2025-03,23,Up-sized full-range groupware,Home & Kitchen,11.0,2928.36,262.45,0.2,0.0,0.0
2025-04,23,Up-sized full-range groupware,Home & Kitchen,25.0,6906.5,276.26,,0.0,0.0
2025-05,23,Up-sized full-range groupware,Home & Kitchen,31.0,8481.18,272.49,0.15,0.0,0.0
2025-06,23,Up-sized full-range groupware,Home & Kitchen,21.0,5801.46,276.26,,0.0,0.0
2025-07,23,Up-sized full-range groupware,Home & Kitchen,18.0,4945.05,273.96,0.1,0.0,0.0
2025-08,23,Up-sized full-range groupware,Home & Kitchen,36.0,9724.35,271.46,0.1333,0.0,0.0
2025-09,23,Up-sized full-range groupware,Home & Kitchen,26.0,7017.01,272.31,0.2,0.0,0.0
2025-10,23,Up-sized full-range groupware,Home & Kitchen,24.0,6602.61,274.53,0.1,3.0,0.125
2025-11,23,Up-sized full-range groupware,Home & Kitchen,47.0,12652.72,271.66,0.2,0.0,0.0
2025-12,23,Up-sized full-range groupware,Home & Kitchen,34.0,9199.44,269.68,0.125,1.0,0.0294
2026-01,23,Up-sized full-range groupware,Home & Kitchen,28.0,7707.65,274.63,0.1,0.0,0.0
2026-02,23,Up-sized full-range groupware,Home & Kitchen,18.0,4917.42,272.01,0.1,0.0,0.0
2026-03,23,Up-sized full-range groupware,Home & Kitchen,35.0,9558.6,271.0,0.2,2.0,0.0571
2026-04,23,Up-sized full-range groupware,Home & Kitchen,37.0,10166.36,273.5,0.1,0.0,0.0
2026-05,23,Up-sized full-range groupware,Home & Kitchen,48.0,13039.45,271.33,0.125,0.0,0.0
2026-06,23,Up-sized full-range groupware,Home & Kitchen,31.0,8536.43,274.81,0.1,0.0,0.0
2026-07,23,Up-sized full-range groupware,Home & Kitchen,0.0,0.0,,,0.0,0.0
2025-01,24,Progressive static standardization,Beauty,24.0,1433.19,60.19,0.1,0.0,0.0
2025-02,24,Progressive static standardization,Beauty,17.0,1045.67,61.51,,1.0,0.0588
2025-03,24,Progressive static standardization,Beauty,19.0,1150.24,60.56,0.1,0.0,0.0
2025-04,24,Progressive static standardization,Beauty,14.0,848.84,60.28,0.2,0.0,0.0
2025-05,24,Progressive static standardization,Beauty,26.0,1599.26,61.51,,1.0,0.0385
2025-06,24,Progressive static standardization,Beauty,31.0,1900.66,61.15,0.1,0.0,0.0
2025-07,24,Progressive static standardization,Beauty,36.0,2195.91,61.19,0.1,0.0,0.0
2025-08,24,Progressive static standardization,Beauty,29.0,1771.49,60.9,0.1,0.0,0.0
2025-09,24,Progressive static standardization,Beauty,31.0,1906.81,61.51,,0.0,0.0
2025-10,24,Progressive static standardization,Beauty,28.0,1709.98,60.74,0.2,0.0,0.0
2025-11,24,Progressive static standardization,Beauty,35.0,2085.2,59.89,0.1666,0.0,0.0
2025-12,24,Progressive static standardization,Beauty,22.0,1304.02,59.2,0.15,2.0,0.0909
2026-01,24,Progressive static standardization,Beauty,35.0,2140.55,60.86,0.2,0.0,0.0
2026-02,24,Progressive static standardization,Beauty,41.0,2478.86,60.53,0.1333,1.0,0.0244
2026-03,24,Progressive static standardization,Beauty,33.0,1999.08,60.11,0.125,2.0,0.0606
2026-04,24,Progressive static standardization,Beauty,35.0,2103.65,59.75,0.15,1.0,0.0286
2026-05,24,Progressive static standardization,Beauty,27.0,1654.62,61.13,0.1,2.0,0.0741
2026-06,24,Progressive static standardization,Beauty,46.0,2767.96,60.37,0.1666,0.0,0.0
2026-07,24,Progressive static standardization,Beauty,4.0,239.89,59.46,0.1,0.0,0.0
2025-01,25,Organic composite capacity,Apparel,18.0,1583.82,87.22,0.2,1.0,0.0556
2025-02,25,Organic composite capacity,Apparel,25.0,2213.75,87.59,0.1333,0.0,0.0
2025-03,25,Organic composite capacity,Apparel,12.0,1079.88,89.99,,1.0,0.0833
2025-04,25,Organic composite capacity,Apparel,29.0,2609.71,89.99,,0.0,0.0
2025-05,25,Organic composite capacity,Apparel,16.0,1439.84,89.99,,0.0,0.0
2025-06,25,Organic composite capacity,Apparel,30.0,2699.7,89.99,,0.0,0.0
2025-07,25,Organic composite capacity,Apparel,32.0,2843.68,88.99,0.1,0.0,0.0
2025-08,25,Organic composite capacity,Apparel,28.0,2501.72,88.99,0.2,0.0,0.0
2025-09,25,Organic composite capacity,Apparel,19.0,1664.81,87.74,0.15,1.0,0.0526
2025-10,25,Organic composite capacity,Apparel,38.0,3338.62,87.74,0.125,0.0,0.0
2025-11,25,Organic composite capacity,Apparel,28.0,2474.72,88.49,0.1,0.0,0.0
2025-12,25,Organic composite capacity,Apparel,26.0,2294.74,87.59,0.1333,0.0,0.0
2026-01,25,Organic composite capacity,Apparel,55.0,4832.45,88.19,0.12,1.0,0.0182
2026-02,25,Organic composite capacity,Apparel,51.0,4580.49,89.67,0.1,1.0,0.0196
2026-03,25,Organic composite capacity,Apparel,52.0,4670.48,89.72,0.1,0.0,0.0
2026-04,25,Organic composite capacity,Apparel,50.0,4481.5,89.37,0.1,0.0,0.0
2026-05,25,Organic composite capacity,Apparel,45.0,3995.55,88.61,0.1333,1.0,0.0222
2026-06,25,Organic composite capacity,Apparel,42.0,3752.58,89.32,0.1,3.0,0.0714
2026-07,25,Organic composite capacity,Apparel,0.0,0.0,,,0.0,0.0
2025-01,26,Configurable zero-defect functionalities,Apparel,25.0,1910.69,76.48,0.1999,0.0,0.0
2025-02,26,Configurable zero-defect functionalities,Apparel,19.0,1475.73,77.67,,0.0,0.0
2025-03,26,Configurable zero-defect functionalities,Apparel,24.0,1817.48,76.12,0.15,0.0,0.0
2025-04,26,Configurable zero-defect functionalities,Apparel,29.0,2252.43,77.67,,0.0,0.0
2025-05,26,Configurable zero-defect functionalities,Apparel,28.0,2128.17,76.63,0.1999,0.0,0.0
2025-06,26,Configurable zero-defect functionalities,Apparel,21.0,1599.99,76.38,0.1,0.0,0.0
2025-07,26,Configurable zero-defect functionalities,Apparel,41.0,3176.7,77.35,0.1,2.0,0.0488
2025-08,26,Configurable zero-defect functionalities,Apparel,33.0,2547.57,77.24,0.1,0.0,0.0
2025-09,26,Configurable zero-defect functionalities,Apparel,28.0,2166.99,77.21,0.1,1.0,0.0357
2025-10,26,Configurable zero-defect functionalities,Apparel,49.0,3774.75,77.05,0.1,1.0,0.0204
2025-11,26,Configurable zero-defect functionalities,Apparel,28.0,2143.69,76.21,0.15,0.0,0.0
2025-12,26,Configurable zero-defect functionalities,Apparel,28.0,2128.17,76.7,0.1999,0.0,0.0
2026-01,26,Configurable zero-defect functionalities,Apparel,42.0,3246.6,77.32,0.1,3.0,0.0714
2026-02,26,Configurable zero-defect functionalities,Apparel,38.0,2881.57,75.5,0.175,0.0,0.0
2026-03,26,Configurable zero-defect functionalities,Apparel,38.0,2765.08,73.01,0.1714,1.0,0.0263
2026-04,26,Configurable zero-defect functionalities,Apparel,33.0,2477.69,75.82,0.1666,1.0,0.0303
2026-05,26,Configurable zero-defect functionalities,Apparel,37.0,2842.71,76.99,0.1,0.0,0.0
2026-06,26,Configurable zero-defect functionalities,Apparel,33.0,2539.81,76.66,0.15,2.0,0.0606
2026-07,26,Configurable zero-defect functionalities,Apparel,0.0,0.0,,,0.0,0.0
2025-01,27,Business-focused optimizing flexibility,Toys,22.0,2020.04,91.82,,0.0,0.0
2025-02,27,Business-focused optimizing flexibility,Toys,18.0,1597.68,90.15,0.1,0.0,0.0
2025-03,27,Business-focused optimizing flexibility,Toys,29.0,2662.78,91.82,,0.0,0.0
2025-04,27,Business-focused optimizing flexibility,Toys,29.0,2626.06,90.6,0.2,0.0,0.0
2025-05,27,Business-focused optimizing flexibility,Toys,22.0,2020.04,91.82,,0.0,0.0
2025-06,27,Business-focused optimizing flexibility,Toys,29.0,2626.06,90.8,0.2,0.0,0.0
2025-07,27,Business-focused optimizing flexibility,Toys,28.0,2534.24,89.89,0.2,0.0,0.0
2025-08,27,Business-focused optimizing flexibility,Toys,31.0,2809.7,90.85,0.1,0.0,0.0
2025-09,27,Business-focused optimizing flexibility,Toys,35.0,3121.9,90.29,0.1333,0.0,0.0
2025-10,27,Business-focused optimizing flexibility,Toys,16.0,1459.94,91.11,0.1,0.0,0.0
2025-11,27,Business-focused optimizing flexibility,Toys,39.0,3507.54,90.07,0.1333,1.0,0.0256
2025-12,27,Business-focused optimizing flexibility,Toys,40.0,3636.08,90.99,0.2,0.0,0.0
2026-01,27,Business-focused optimizing flexibility,Toys,43.0,3810.56,89.32,0.12,0.0,0.0
2026-02,27,Business-focused optimizing flexibility,Toys,38.0,3406.54,89.52,0.1666,0.0,0.0
2026-03,27,Business-focused optimizing flexibility,Toys,55.0,4949.12,90.34,0.1666,0.0,0.0
